                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    118,                 1.2003,                0.57685,                 1.0336,                0.71358,                0.68363,                0.68981,                0.31756,                 1.9258,                 1.0714,                 1.4967,             0.00017518,             0.00017518,             0.00017518
                    119,                  1.216,                0.58057,                 1.0285,                0.70537,                0.68899,                0.68149,                0.31755,                 1.9709,                 1.1581,                   1.54,              0.0001701,              0.0001701,              0.0001701
                    120,                 1.1986,                0.57918,                 1.0276,                0.69853,                0.69328,                0.68878,                0.32161,                  1.945,                 1.1811,                 1.5228,             0.00016503,             0.00016503,             0.00016503
                    121,                 1.1937,                0.57178,                 1.0272,                0.72117,                0.67186,                0.70247,                0.32837,                 1.9299,                  1.124,                 1.5045,             0.00015995,             0.00015995,             0.00015995
                    122,                 1.1914,                0.56827,                 1.0288,                0.71902,                0.67407,                0.68494,                 0.3188,                 1.9361,                  1.152,                 1.5165,             0.00015488,             0.00015488,             0.00015488
                    123,                 1.1951,                0.57457,                 1.0192,                0.71839,                0.67905,                0.69049,                0.32421,                 1.9345,                 1.1035,                 1.5124,              0.0001498,              0.0001498,              0.0001498
                    124,                 1.1726,                0.56608,                  1.024,                 0.6734,                0.70664,                0.68859,                0.31746,                 1.9373,                 1.1245,                 1.5215,             0.00014473,             0.00014473,             0.00014473
                    125,                 1.1705,                0.56762,                 1.0233,                0.70752,                0.69183,                0.67778,                0.31445,                 1.9486,                 1.1604,                 1.5212,             0.00013965,             0.00013965,             0.00013965
                    126,                 1.2035,                0.57284,                 1.0198,                0.70486,                0.68032,                0.68101,                0.31371,                 1.9352,                 1.1261,                 1.5095,             0.00013457,             0.00013457,             0.00013457
                    127,                 1.1784,                 0.5677,                 1.0212,                0.69503,                 0.6938,                0.67755,                0.31448,                 1.9507,                 1.1256,                 1.5346,              0.0001295,              0.0001295,              0.0001295
                    128,                 1.1569,                0.55639,                 1.0186,                0.68323,                0.70573,                0.67524,                0.31003,                 1.9564,                 1.1644,                 1.5356,             0.00012442,             0.00012442,             0.00012442
                    129,                 1.1567,                0.55411,                 1.0139,                  0.701,                0.68718,                 0.6915,                0.31921,                 1.9545,                 1.1232,                 1.5312,             0.00011935,             0.00011935,             0.00011935
                    130,                 1.1749,                0.56346,                 1.0194,                0.71352,                0.67562,                0.69571,                0.32092,                 1.9579,                  1.106,                 1.5465,             0.00011427,             0.00011427,             0.00011427
                    131,                 1.1536,                0.55795,                 1.0144,                0.69364,                0.68907,                0.70245,                0.32582,                 1.9371,                  1.063,                 1.5121,              0.0001092,              0.0001092,              0.0001092
                    132,                 1.1629,                0.56229,                 1.0168,                0.71253,                0.70435,                0.68229,                0.31411,                 1.9519,                 1.1588,                 1.5326,             0.00010412,             0.00010412,             0.00010412
                    133,                 1.1403,                0.55273,                 1.0168,                0.71732,                0.69116,                0.68799,                0.31647,                 1.9479,                 1.1096,                 1.5304,             9.9047e-05,             9.9047e-05,             9.9047e-05
                    134,                 1.1556,                0.55573,                 1.0072,                0.70452,                0.68618,                0.69127,                0.32632,                 1.9486,                 1.1094,                 1.5366,             9.3972e-05,             9.3972e-05,             9.3972e-05
                    135,                 1.1449,                0.55564,                 1.0118,                0.73356,                0.67671,                0.68224,                0.31303,                 1.9529,                 1.1411,                 1.5419,             8.8896e-05,             8.8896e-05,             8.8896e-05
                    136,                 1.1449,                0.55174,                 1.0131,                0.73746,                0.68428,                0.69677,                0.32009,                 1.9484,                 1.1193,                 1.5425,             8.3821e-05,             8.3821e-05,             8.3821e-05
                    137,                 1.1445,                0.54799,                 1.0132,                0.69242,                0.69383,                0.69038,                 0.3194,                 1.9614,                 1.1396,                 1.5491,             7.8746e-05,             7.8746e-05,             7.8746e-05
                    138,                 1.1629,                0.55986,                 1.0132,                 0.7174,                0.69847,                0.69562,                0.31958,                 1.9534,                 1.1187,                 1.5429,              7.367e-05,              7.367e-05,              7.367e-05
                    139,                 1.1602,                0.55317,                 1.0147,                0.69511,                0.70323,                 0.6893,                0.32004,                  1.952,                 1.1202,                 1.5447,             6.8595e-05,             6.8595e-05,             6.8595e-05
                    140,                 1.1638,                0.55522,                 1.0072,                0.70149,                0.70334,                0.68627,                0.31432,                 1.9668,                 1.1282,                 1.5519,             6.3519e-05,             6.3519e-05,             6.3519e-05
                    141,                 1.1199,                0.52257,                 1.0092,                 0.6796,                0.69193,                0.67375,                0.30514,                 1.9578,                  1.102,                 1.5511,             5.8444e-05,             5.8444e-05,             5.8444e-05
                    142,                 1.1212,                0.51675,                 1.0172,                0.70786,                 0.6624,                 0.6725,                0.30837,                 1.9541,                 1.0879,                 1.5521,             5.3369e-05,             5.3369e-05,             5.3369e-05
                    143,                 1.1029,                0.51436,                 1.0085,                0.70165,                0.70598,                0.68563,                0.31193,                 1.9544,                 1.0682,                 1.5549,             4.8293e-05,             4.8293e-05,             4.8293e-05
                    144,                 1.0863,                0.50481,                 1.0018,                0.69372,                0.68169,                0.68078,                0.31263,                 1.9554,                 1.0975,                 1.5503,             4.3218e-05,             4.3218e-05,             4.3218e-05
                    145,                 1.0943,                0.50801,                0.99901,                0.69501,                0.69831,                0.67528,                 0.3101,                 1.9511,                 1.1005,                 1.5479,             3.8142e-05,             3.8142e-05,             3.8142e-05
